Split,Landmark,N,Events,ROC_AUC,PR_AUC,Brier,ROC_AUC_CI_Low,ROC_AUC_CI_High,CalibIntercept,CalibSlope
Temporal,0M,201,82,0.7187948350071736,0.6913483611736899,0.22988008382470324,0.6411025961699534,0.7892879462995991,0.8128425917146198,1.0850066068112623
Temporal,1M,201,82,0.7187948350071736,0.6913483611736899,0.22988008382470324,0.6411025961699534,0.7892879462995991,0.8128425917146198,1.0850066068112623
Temporal,3M,201,82,0.7187948350071736,0.6913483611736899,0.22988008382470324,0.6411025961699534,0.7892879462995991,0.8128425917146198,1.0850066068112623
Temporal,6M,201,82,0.7187948350071736,0.6913483611736899,0.22988008382470324,0.6411025961699534,0.7892879462995991,0.8128425917146198,1.0850066068112623
Temporal,Pooled,804,328,0.7187948350071736,0.6913483611736899,0.22988008382470326,0.6411025961699534,0.7892879462995991,0.8569665008664253,1.1275649539161423
