TrainFit_AUC,OOF_AUC,OOF_Accuracy,Test_AUC,Test_PR_AUC,Test_Brier,Test_Accuracy,Test_Recall,Test_Specificity,Test_PPV,Test_NPV,Test_F1,Test_BalancedAccuracy,Test_TP,Test_FP,Test_FN,Test_TN,Std_Test_Accuracy,N_Seeds
0.9607947232947233,0.8417629516510112,0.7675890985324949,0.8594173177083333,0.764045690870985,0.14994160747221338,0.8217948717948717,0.8108333333333333,0.8286458333333333,0.7473308475072827,0.8751571107634298,0.7777703291191884,0.8197395833333334,64.86666666666666,21.933333333333334,15.133333333333333,106.06666666666666,0.005493715997340064,30
