N,Events,Prevalence,Threshold,TP,FP,TN,FN,ROC_AUC,PR_AUC,PR_AUC_Lift,Accuracy,Sensitivity_Recall,Specificity,PPV_Precision,NPV,F1,Balanced_Accuracy,Brier,Net_Benefit,TreatAll_NetBenefit,TreatNone_NetBenefit
208,80,0.38461538461538464,0.42999999999999977,60,18,110,20,0.8541503906250001,0.7592854275101233,1.9741421115263205,0.8173076923076923,0.75,0.859375,0.7692307692307693,0.8461538461538461,0.759493670886076,0.8046875,0.14696136317623856,0.2231781376518219,-0.07962213225371073,0.0
208,80,0.38461538461538464,0.4349999999999998,60,18,110,20,0.8541503906250001,0.7592854275101233,1.9741421115263205,0.8173076923076923,0.75,0.859375,0.7692307692307693,0.8461538461538461,0.759493670886076,0.8046875,0.14696136317623856,0.22183458134785572,-0.0891763104152481,0.0
208,80,0.38461538461538464,0.4399999999999998,60,18,110,20,0.8541503906250001,0.7592854275101233,1.9741421115263205,0.8173076923076923,0.75,0.859375,0.7692307692307693,0.8461538461538461,0.759493670886076,0.8046875,0.14696136317623856,0.22046703296703302,-0.09890109890109844,0.0
208,80,0.38461538461538464,0.4449999999999998,60,18,110,20,0.8541503906250001,0.7592854275101233,1.9741421115263205,0.8173076923076923,0.75,0.859375,0.7692307692307693,0.8461538461538461,0.759493670886076,0.8046875,0.14696136317623856,0.21907484407484412,-0.10880110880110844,0.0
208,80,0.38461538461538464,0.4499999999999998,60,18,110,20,0.8541503906250001,0.7592854275101233,1.9741421115263205,0.8173076923076923,0.75,0.859375,0.7692307692307693,0.8461538461538461,0.759493670886076,0.8046875,0.14696136317623856,0.2176573426573427,-0.11888111888111846,0.0
208,80,0.38461538461538464,0.4549999999999998,60,18,110,20,0.8541503906250001,0.7592854275101233,1.9741421115263205,0.8173076923076923,0.75,0.859375,0.7692307692307693,0.8461538461538461,0.759493670886076,0.8046875,0.14696136317623856,0.21621383203952013,-0.12914608327452332,0.0
208,80,0.38461538461538464,0.4599999999999998,60,18,110,20,0.8541503906250001,0.7592854275101233,1.9741421115263205,0.8173076923076923,0.75,0.859375,0.7692307692307693,0.8461538461538461,0.759493670886076,0.8046875,0.14696136317623856,0.21474358974358979,-0.13960113960113912,0.0
208,80,0.38461538461538464,0.4649999999999998,60,18,110,20,0.8541503906250001,0.7592854275101233,1.9741421115263205,0.8173076923076923,0.75,0.859375,0.7692307692307693,0.8461538461538461,0.759493670886076,0.8046875,0.14696136317623856,0.21324586628324949,-0.1502516175413368,0.0
208,80,0.38461538461538464,0.4699999999999998,60,18,110,20,0.8541503906250001,0.7592854275101233,1.9741421115263205,0.8173076923076923,0.75,0.859375,0.7692307692307693,0.8461538461538461,0.759493670886076,0.8046875,0.14696136317623856,0.21171988388969526,-0.16110304789550028,0.0
208,80,0.38461538461538464,0.47499999999999976,60,18,110,20,0.8541503906250001,0.7592854275101233,1.9741421115263205,0.8173076923076923,0.75,0.859375,0.7692307692307693,0.8461538461538461,0.759493670886076,0.8046875,0.14696136317623856,0.21016483516483522,-0.1721611721611716,0.0
208,80,0.38461538461538464,0.47999999999999976,60,18,110,20,0.8541503906250001,0.7592854275101233,1.9741421115263205,0.8173076923076923,0.75,0.859375,0.7692307692307693,0.8461538461538461,0.759493670886076,0.8046875,0.14696136317623856,0.2085798816568048,-0.18343195266272144,0.0
208,80,0.38461538461538464,0.48499999999999976,60,18,110,20,0.8541503906250001,0.7592854275101233,1.9741421115263205,0.8173076923076923,0.75,0.859375,0.7692307692307693,0.8461538461538461,0.759493670886076,0.8046875,0.14696136317623856,0.20696415235250193,-0.19492158327109727,0.0
208,80,0.38461538461538464,0.48999999999999977,60,18,110,20,0.8541503906250001,0.7592854275101233,1.9741421115263205,0.8173076923076923,0.75,0.859375,0.7692307692307693,0.8461538461538461,0.759493670886076,0.8046875,0.14696136317623856,0.205316742081448,-0.20663650075414725,0.0
208,80,0.38461538461538464,0.4949999999999998,60,18,110,20,0.8541503906250001,0.7592854275101233,1.9741421115263205,0.8173076923076923,0.75,0.859375,0.7692307692307693,0.8461538461538461,0.759493670886076,0.8046875,0.14696136317623856,0.20363670982482868,-0.21858339680121802,0.0
208,80,0.38461538461538464,0.4999999999999998,60,18,110,20,0.8541503906250001,0.7592854275101233,1.9741421115263205,0.8173076923076923,0.75,0.859375,0.7692307692307693,0.8461538461538461,0.759493670886076,0.8046875,0.14696136317623856,0.20192307692307698,-0.23076923076923023,0.0
208,80,0.38461538461538464,0.5049999999999998,60,18,110,20,0.8541503906250001,0.7592854275101233,1.9741421115263205,0.8173076923076923,0.75,0.859375,0.7692307692307693,0.8461538461538461,0.759493670886076,0.8046875,0.14696136317623856,0.20017482517482524,-0.24320124320124265,0.0
208,80,0.38461538461538464,0.5099999999999998,60,18,110,20,0.8541503906250001,0.7592854275101233,1.9741421115263205,0.8173076923076923,0.75,0.859375,0.7692307692307693,0.8461538461538461,0.759493670886076,0.8046875,0.14696136317623856,0.1983908948194663,-0.25588697017268397,0.0
208,80,0.38461538461538464,0.5149999999999998,60,18,110,20,0.8541503906250001,0.7592854275101233,1.9741421115263205,0.8173076923076923,0.75,0.859375,0.7692307692307693,0.8461538461538461,0.759493670886076,0.8046875,0.14696136317623856,0.19657018239492471,-0.2688342585249796,0.0
208,80,0.38461538461538464,0.5199999999999998,60,18,110,20,0.8541503906250001,0.7592854275101233,1.9741421115263205,0.8173076923076923,0.75,0.859375,0.7692307692307693,0.8461538461538461,0.759493670886076,0.8046875,0.14696136317623856,0.19471153846153852,-0.28205128205128144,0.0
208,80,0.38461538461538464,0.5249999999999998,60,18,110,20,0.8541503906250001,0.7592854275101233,1.9741421115263205,0.8173076923076923,0.75,0.859375,0.7692307692307693,0.8461538461538461,0.759493670886076,0.8046875,0.14696136317623856,0.1928137651821863,-0.29554655870445296,0.0
208,80,0.38461538461538464,0.5299999999999998,60,18,110,20,0.8541503906250001,0.7592854275101233,1.9741421115263205,0.8173076923076923,0.75,0.859375,0.7692307692307693,0.8461538461538461,0.759493670886076,0.8046875,0.14696136317623856,0.19087561374795423,-0.3093289689034365,0.0
