Feature,PrettyLabel,MeanAbsSHAP,MeanSignedSHAP
ThyroidW,Thyroid weight,0.7036313500229692,0.0006771692716874664
TPOAb,Thyroid peroxidase antibody,0.13866680581232219,0.012077988448569632
Sex,Sex,0.12337571274040034,-0.02111226627830162
TRAb,TSH receptor antibody,0.05981776816960345,-0.005522174546335993
FT4_0M,FT4 at baseline,0.04399782609848276,0.000975130046888783
HalfLife,Effective iodine half-life,0.03388104259748791,-2.087291171894458e-05
TGAb,Thyroglobulin antibody,0.027168341665788055,-0.008479484775172326
Uptake24h,24-hour thyroid RAI uptake,0.019936247881038257,-0.005719384178415745
TSH_0M,TSH at baseline,0.005116220963571714,0.004809379470796938
