feature,OR,CI_low,CI_high,p
Sex,0.8506100260054036,0.7210356662707241,1.0034696620253596,0.05499420940230104
ThyroidW,2.742723210312053,2.1799351578714417,3.4508047550045906,0.0
Uptake24h,1.0931166754720576,0.9392643150106995,1.2721701943733188,0.2499821256689514
HalfLife,0.940938732611745,0.7775541444428342,1.1386547224481922,0.53157043021411
TRAb,1.0711072926402296,0.8952049449497237,1.281573385870333,0.4529474392391799
TGAb,0.9508665212386798,0.8014213587094974,1.1281794918324455,0.5635898991281412
TPOAb,0.8606216394684947,0.7249406389606255,1.0216969038780406,0.08638550708874204
FT4_0M,1.0569815047479223,0.8998045351355699,1.2416139925443435,0.4998882942565963
TSH_0M,1.1319022566756678,0.8716230753874049,1.4699045434266653,0.35269556632091525
