Seed,ROC_AUC_mean,CI_Low,CI_High,CI_Width
2025,0.6842583183799014,0.5983516498948753,0.7600562343853617,0.1617045844904864
2026,0.6835937037968381,0.607950209001094,0.7571295565247176,0.1491793475236236
2027,0.6867139432193635,0.6086423238597151,0.7580939432751624,0.14945161941544738
2028,0.6859683631224156,0.6066264579313789,0.7624962905968515,0.1558698326654726
2029,0.6836799492395751,0.6006272264631043,0.7591747138999614,0.1585474874368571
