Feature,PrettyLabel,MeanImportance,StdImportance,CI_Low,CI_High
ThyroidW,Thyroid weight,0.21877048079505773,0.021981690529624353,0.21040858626555642,0.22674187483212457
TPOAb,Thyroid peroxidase antibody,0.013263273345868014,0.0038870482658719613,0.011767084116751722,0.014570462888351692
Sex,Sex,0.009414450711791552,0.004114433358594895,0.008020962037783136,0.010918893813233044
Uptake24h,24-hour thyroid RAI uptake,0.0026475064911809067,0.001889506150094843,0.0019750257408899306,0.0033174523233950467
HalfLife,Effective iodine half-life,0.0019704091682334816,0.002248336754131721,0.0011384076461634668,0.0027608055779389023
TSH_0M,TSH at baseline,0.0017600053720117784,0.0011131749452106823,0.0013299702301011209,0.0021310491091413295
TGAb,Thyroglobulin antibody,0.0015706419554122886,0.0019319548743247693,0.0008970140567642465,0.0022603746978243143
TRAb,TSH receptor antibody,0.0011137971170203098,0.0017310345462685144,0.00047593786372995237,0.0017394910018801956
FT4_0M,FT4 at baseline,0.00040469155698806086,0.001748457065877136,-0.000199217700778966,0.0010538376309427535
