Model,Split,Brier,Calibration_Intercept,Calibration_Slope
M1_v2c,Temporal_Test,0.20797245903074899,-0.0027233306739704102,0.9162084914801933
M1_v2a,Temporal_Test,0.20708881038106441,0.00778110645281553,0.9204632584691651
