Feature,x_grid,pdp_mean
ThyroidW,9.6,0.1884709584294483
ThyroidW,11.41006779661017,0.1990302876548383
ThyroidW,13.22013559322034,0.21002023065328682
ThyroidW,15.030203389830508,0.22144105978226317
ThyroidW,16.840271186440678,0.2332911044996116
ThyroidW,18.650338983050847,0.2455666234645813
ThyroidW,20.460406779661017,0.2582616902599156
ThyroidW,22.270474576271187,0.27136809584536
ThyroidW,24.080542372881357,0.28487527080347413
ThyroidW,25.890610169491524,0.29877023029993094
ThyroidW,27.700677966101694,0.3130375444472307
ThyroidW,29.510745762711863,0.32765933643079764
ThyroidW,31.320813559322033,0.3426153103314299
ThyroidW,33.1308813559322,0.357882810063668
ThyroidW,34.94094915254237,0.3734369102557391
ThyroidW,36.75101694915254,0.389250539237409
ThyroidW,38.56108474576271,0.40529463359517254
ThyroidW,40.37115254237288,0.42153832302102096
ThyroidW,42.18122033898305,0.437949143445213
ThyroidW,43.99128813559322,0.4544932757304025
ThyroidW,45.80135593220339,0.4711358065398151
ThyroidW,47.61142372881356,0.48784100740087666
ThyroidW,49.42149152542373,0.5045726274905893
ThyroidW,51.2315593220339,0.52129419528974
ThyroidW,53.04162711864407,0.5379693240049612
ThyroidW,54.85169491525424,0.5545620155510315
ThyroidW,56.66176271186441,0.5710369579250332
ThyroidW,58.47183050847458,0.5873598109876269
ThyroidW,60.28189830508475,0.6034974759873767
ThyroidW,62.09196610169492,0.6194183446087902
ThyroidW,63.90203389830509,0.6350925238759214
ThyroidW,65.71210169491526,0.650492033879314
ThyroidW,67.52216949152543,0.6655909759905754
ThyroidW,69.3322372881356,0.6803656699601252
ThyroidW,71.14230508474577,0.694794759033783
ThyroidW,72.95237288135594,0.7088592829479259
ThyroidW,74.7624406779661,0.7225427193482475
ThyroidW,76.57250847457627,0.7358309948039122
ThyroidW,78.38257627118644,0.7487124671412522
ThyroidW,80.1926440677966,0.7611778812870856
ThyroidW,82.00271186440678,0.7732203011839492
ThyroidW,83.81277966101695,0.7848350206144897
ThyroidW,85.62284745762712,0.7960194559508544
ThyroidW,87.43291525423729,0.8067730239311659
ThyroidW,89.24298305084746,0.8170970075662476
ThyroidW,91.05305084745763,0.826994413205021
ThyroidW,92.8631186440678,0.8364698216473566
ThyroidW,94.67318644067797,0.8455292360005723
ThyroidW,96.48325423728814,0.8541799287423144
ThyroidW,98.2933220338983,0.862430290190273
ThyroidW,100.10338983050848,0.8702896802992451
ThyroidW,101.91345762711865,0.8777682854187461
ThyroidW,103.72352542372882,0.8848769813585818
ThyroidW,105.53359322033899,0.8916272038331222
ThyroidW,107.34366101694916,0.8980308270934202
ThyroidW,109.15372881355933,0.9041000513145032
ThyroidW,110.9637966101695,0.9098472990862848
ThyroidW,112.77386440677967,0.9152851211625483
ThyroidW,114.58393220338984,0.9204261114543502
ThyroidW,116.394,0.9252828311117278
log1p_DiseaseDuration_Months_Aug,0.6931471805599453,0.30678068678308323
log1p_DiseaseDuration_Months_Aug,0.7781296057156899,0.3088371949391128
log1p_DiseaseDuration_Months_Aug,0.8631120308714344,0.31090208961075116
log1p_DiseaseDuration_Months_Aug,0.948094456027179,0.3129753276191358
log1p_DiseaseDuration_Months_Aug,1.0330768811829236,0.31505686464776445
log1p_DiseaseDuration_Months_Aug,1.1180593063386681,0.3171466552389358
log1p_DiseaseDuration_Months_Aug,1.2030417314944128,0.3192446527904094
log1p_DiseaseDuration_Months_Aug,1.2880241566501573,0.3213508095522927
log1p_DiseaseDuration_Months_Aug,1.3730065818059018,0.32346507662416
log1p_DiseaseDuration_Months_Aug,1.4579890069616463,0.32558740395240504
log1p_DiseaseDuration_Months_Aug,1.5429714321173909,0.32771774032783485
log1p_DiseaseDuration_Months_Aug,1.6279538572731356,0.32985603338350833
log1p_DiseaseDuration_Months_Aug,1.7129362824288803,0.3320022295928242
log1p_DiseaseDuration_Months_Aug,1.7979187075846248,0.3341562742678619
log1p_DiseaseDuration_Months_Aug,1.8829011327403693,0.33631811155798164
log1p_DiseaseDuration_Months_Aug,1.9678835578961138,0.33848768444868765
log1p_DiseaseDuration_Months_Aug,2.0528659830518583,0.34066493476075727
log1p_DiseaseDuration_Months_Aug,2.137848408207603,0.34284980314964314
log1p_DiseaseDuration_Months_Aug,2.2228308333633477,0.3450422291051508
log1p_DiseaseDuration_Months_Aug,2.3078132585190922,0.34724215095139704
log1p_DiseaseDuration_Months_Aug,2.3927956836748367,0.3494495058470528
log1p_DiseaseDuration_Months_Aug,2.4777781088305812,0.3516642297858752
log1p_DiseaseDuration_Months_Aug,2.5627605339863258,0.35388625759753234
log1p_DiseaseDuration_Months_Aug,2.6477429591420703,0.3561155229487261
log1p_DiseaseDuration_Months_Aug,2.732725384297815,0.35835195834461575
log1p_DiseaseDuration_Months_Aug,2.8177078094535597,0.36059549513054606
log1p_DiseaseDuration_Months_Aug,2.902690234609304,0.3628460634940871
log1p_DiseaseDuration_Months_Aug,2.9876726597650487,0.36510359246738416
log1p_DiseaseDuration_Months_Aug,3.072655084920793,0.3673680099298262
