Arch,TmpROC,Brier,CalibSlope,Wall_seconds
B1 MDJN,0.704550112728018,0.2158530422651292,1.8163632131942624,0.8655688762664795
B2 Dual-Tower,0.7011682721869235,0.23212951019732167,1.9095556335412167,1.5623810291290283
B3 CLAN,0.7187948350071736,0.22988008382470326,1.1275649539161423,1.2584781646728516
