Top_Fraction,Top_K_Percent,Alerted_N,Captured_Events,Total_Events,Recall_at_K,PPV_at_K,Lift_at_K,Prevalence,N,Recall_at_K_CI_Low,Recall_at_K_CI_High,PPV_at_K_CI_Low,PPV_at_K_CI_High,Lift_at_K_CI_Low,Lift_at_K_CI_High,Bootstrap_Unit,Bootstrap_N
0.05,5.0,26.0,10.0,41.0,0.24390243902439024,0.38461538461538464,4.821763602251408,0.07976653696498054,514.0,0.12903225806451613,0.3704134366925064,0.18518518518518517,0.5927777777777776,2.4951396889400925,7.2086805555555555,Patient_ID,1000
0.1,10.0,52.0,17.0,41.0,0.4146341463414634,0.3269230769230769,4.098499061913697,0.07976653696498054,514.0,0.28121875,0.5588235294117647,0.19607843137254902,0.47078005115089494,2.7817714113947463,5.5555665535444945,Patient_ID,1000
0.2,20.0,103.0,25.0,41.0,0.6097560975609756,0.24271844660194175,3.0428605256926358,0.07976653696498054,514.0,0.4523809523809524,0.7501524390243901,0.15839063072973963,0.3333333333333333,2.257707671957672,3.7505768770923,Patient_ID,1000
0.3,30.0,155.0,31.0,41.0,0.7560975609756098,0.2,2.507317073170732,0.07976653696498054,514.0,0.6110507246376812,0.891319036427732,0.13496932515337423,0.27893178250321105,2.0353535860598804,2.9592580415365224,Patient_ID,1000
0.4,40.0,206.0,36.0,41.0,0.8780487804878049,0.17475728155339806,2.190859578498698,0.07976653696498054,514.0,0.7906670746634027,0.974375,0.12374713456567332,0.23762977025857923,1.971093155019147,2.430588132468853,Patient_ID,1000
0.5,50.0,257.0,39.0,41.0,0.9512195121951219,0.1517509727626459,1.9024390243902438,0.07976653696498054,514.0,0.8780363364858138,1.0,0.10646387832699619,0.20492816181512186,1.7560726729716274,2.0,Patient_ID,1000
