Split,Landmark,N,Events,ROC_AUC,PR_AUC,Brier,ROC_AUC_CI_Low,ROC_AUC_CI_High,CalibIntercept,CalibSlope
Temporal,0M,201,82,0.6891781102684977,0.6624610299563807,0.21629003678685674,0.6104651709295997,0.7675112283373337,-0.13153962588168688,0.6974416951405494
Temporal,1M,201,82,0.715515474482476,0.6753816220959269,0.21403573571663084,0.6425375274773897,0.7915351939858805,-0.09581554424030826,0.6837531595057414
Temporal,3M,201,82,0.7617339618774338,0.7327985607390959,0.2055521415375624,0.6971242697449724,0.8306116046881117,-0.09900557758866733,0.6069693318464338
Temporal,6M,201,82,0.7654232424677189,0.7414634161206985,0.19794565856321192,0.7003169473980537,0.8332814272448419,-0.10630883215366675,0.6821390979237049
Temporal,Pooled,804,328,0.7338081574093052,0.6952031742313994,0.20845589315106544,0.6701559003787028,0.8021727861608869,-0.10912594248682964,0.6688470679198806
