Split,Landmark,N,Events,ROC_AUC,PR_AUC,Brier,ROC_AUC_CI_Low,ROC_AUC_CI_High,CalibIntercept,CalibSlope
Temporal,0M,201,82,0.6919450707112113,0.6652367962420926,0.21673782121942065,0.6128473955146225,0.7698442092886537,-0.12853904680596148,0.6924418766066972
Temporal,1M,201,82,0.7161303545808567,0.6749938378899609,0.2149486556982707,0.6428473927488083,0.7920405982905983,-0.0945286646350588,0.6762243415697153
Temporal,3M,201,82,0.7627587620414018,0.73608482739953,0.2056763698379199,0.698186918445539,0.8311008313581842,-0.09802093272410697,0.6128875474762573
Temporal,6M,201,82,0.7643984423037508,0.7405414125236932,0.19794886322525312,0.6991240252476223,0.833058034081767,-0.0751517617368578,0.6976380741889727
Temporal,Pooled,804,328,0.7337761324041812,0.6959812148767008,0.2088279274952161,0.669181749657501,0.8028510758583617,-0.09953930680711803,0.6729366155687041
