Split,Landmark,N,Events,ROC_AUC,PR_AUC,Brier,ROC_AUC_CI_Low,ROC_AUC_CI_High,CalibIntercept,CalibSlope
Temporal,0M,201,82,0.6883582701373231,0.6607352284618226,0.21365809967285082,0.6088147509786864,0.7690114709851552,-0.10263481344706067,0.806332304292518
Temporal,1M,201,82,0.7165402746464439,0.6718495895242285,0.21382778403050598,0.6422192362008142,0.79324476775181,-0.1290397526271691,0.6893146095414588
Temporal,3M,201,82,0.7618364418938308,0.7262398013651161,0.2151991247136516,0.6961336760404835,0.82958764215189,-0.19193304015172016,0.5256671535646898
Temporal,6M,201,82,0.7669604427136708,0.7329424144807957,0.2170804440615735,0.701257636352462,0.8359879667221712,-0.23441077188796652,0.48626814391788464
Temporal,Pooled,804,328,0.7271213363394138,0.6634450246517687,0.21494136311964548,0.6651414442919859,0.7951787395013131,-0.18697507112876716,0.5700098803163727
