Split,Landmark,N,Events,ROC_AUC,PR_AUC,Brier,ROC_AUC_CI_Low,ROC_AUC_CI_High,CalibIntercept,CalibSlope
Temporal,0M,201,82,0.6910227505636402,0.6644125665487806,0.21685594571375988,0.6112827975535353,0.7688316880930517,-0.12801110184157913,0.6914115639846015
Temporal,1M,201,82,0.717052674728428,0.675238389198701,0.21476184869449377,0.6441801056662975,0.7930126504042913,-0.09425035590590598,0.6802695196396377
Temporal,3M,201,82,0.7637835622053699,0.7367496003058718,0.204765776346988,0.6998845063685786,0.8322475870581029,-0.09988655592181797,0.6210079461240415
Temporal,6M,201,82,0.7651158024185284,0.7407946950684131,0.19715278417232995,0.7004459755239438,0.833077252424083,-0.0852385866318131,0.7151892832067682
Temporal,Pooled,804,328,0.7340323324451732,0.6964347801449502,0.2083840887318929,0.669966457061443,0.8024929064748239,-0.10161598136485529,0.6813556386739724
