Feature,PrettyLabel,FullAUC,LOO_AUC,DeltaAUC,CI_Low,CI_High
ThyroidW,Thyroid weight,0.7239054525919958,0.603297072253559,0.11991764206995668,0.08360454995622722,0.1545965713053479
TPOAb,TPOAb,0.7239054525919958,0.7173247381144239,0.006646970978115756,-0.00594445399689954,0.019288451902794438
log1p_DiseaseDuration_Months_Aug,Log disease duration (months),0.7239054525919958,0.721897663174859,0.002245646933202564,-0.010000291797832336,0.013916419874640458
Sex,Sex,0.7239054525919958,0.7258796669352672,-0.0020010069447009395,-0.012362544896467783,0.007718783197242786
FT4_0M,FT4 at baseline,0.7239054525919958,0.727034649476229,-0.0029424769918839715,-0.011621302220148514,0.005679847324067333
TSH_0M,TSH at baseline,0.7239054525919958,0.7269809293580447,-0.0030101361905540253,-0.010050115170889131,0.002320956019619734
