Seed,ROC_AUC_mean,CI_Low,CI_High,CI_Width
2025,0.6798836900070486,0.5937846624080405,0.7546185664308342,0.16083390402279374
2026,0.6795461192111643,0.6066879380489293,0.7531622389306599,0.14647430088173063
2027,0.6825722153331079,0.6028596194575391,0.7555865347391493,0.1527269152816102
2028,0.6812545252489974,0.6050610010300819,0.7561221449851042,0.15106114395502235
2029,0.6795922904564834,0.5971977715104712,0.7545073382976608,0.15730956678718966
